# 0 - x coord
# 1 - y coord
# 2 - car max hourly cost
# 3 - car max distance
# 4 - car hours needed
# 5 - regular-luxury-handicap spot booleans
# 6 - evaluator (STRICT, LOWERCOST, LOWERDIST, FLEXIBLE)
4, 7, 8, 8, 4, 100, FLEXIBLE
8, 5, 8, 14, 5, 100, FLEXIBLE
0, 12, 3, 17, 2, 100, LOWERCOST
1, 2, 8, 12, 1, 100, STRICT
1, 4, 8, 9, 3, 100, STRICT
14, 1, 2, 19, 2, 100, FLEXIBLE
0, 0, 7, 10, 4, 100, LOWERDIST
7, 5, 9, 16, 4, 100, STRICT
7, 9, 3, 14, 3, 100, LOWERDIST
3, 1, 11, 7, 1, 100, STRICT
2, 0, 15, 10, 2, 100, STRICT
2, 12, 5, 8, 5, 100, LOWERCOST
14, 5, 8, 16, 4, 100, LOWERCOST
6, 13, 15, 6, 5, 100, STRICT
11, 4, 5, 6, 1, 100, FLEXIBLE
4, 6, 14, 20, 3, 100, LOWERCOST
12, 3, 1, 6, 1, 100, STRICT
4, 1, 2, 16, 2, 100, STRICT
2, 4, 1, 19, 1, 100, LOWERDIST
7, 6, 15, 13, 3, 100, LOWERCOST
9, 3, 8, 15, 1, 100, LOWERCOST
4, 3, 3, 7, 4, 100, FLEXIBLE
2, 5, 11, 7, 3, 100, LOWERCOST
12, 4, 15, 14, 3, 100, LOWERDIST
9, 0, 15, 6, 2, 100, STRICT
11, 6, 11, 7, 2, 100, LOWERCOST
8, 3, 12, 5, 3, 100, FLEXIBLE
10, 9, 2, 19, 1, 100, LOWERDIST
3, 4, 11, 9, 3, 100, LOWERDIST
0, 14, 3, 16, 1, 100, LOWERCOST
12, 7, 7, 15, 2, 100, LOWERDIST
13, 7, 9, 17, 2, 100, FLEXIBLE
0, 9, 13, 10, 1, 100, FLEXIBLE
7, 14, 8, 12, 4, 100, FLEXIBLE
10, 0, 1, 11, 4, 100, LOWERCOST
9, 5, 8, 5, 4, 100, FLEXIBLE
1, 7, 10, 6, 2, 100, FLEXIBLE
13, 2, 15, 9, 3, 100, LOWERDIST
1, 6, 11, 16, 4, 100, FLEXIBLE
12, 6, 10, 11, 2, 100, FLEXIBLE
5, 11, 4, 17, 3, 100, STRICT
2, 13, 9, 9, 1, 100, FLEXIBLE
4, 11, 15, 13, 2, 100, FLEXIBLE
10, 13, 8, 12, 3, 100, LOWERCOST
13, 9, 11, 15, 4, 100, FLEXIBLE
6, 5, 13, 17, 5, 100, LOWERDIST
5, 12, 12, 14, 1, 100, LOWERCOST
9, 13, 11, 15, 5, 100, LOWERDIST
11, 14, 15, 12, 1, 100, STRICT
13, 5, 5, 15, 3, 100, LOWERCOST
5, 6, 13, 9, 3, 100, LOWERCOST
6, 4, 10, 7, 4, 100, STRICT
10, 11, 15, 13, 1, 100, STRICT
14, 3, 10, 10, 4, 100, FLEXIBLE
10, 12, 8, 7, 1, 100, LOWERCOST
2, 10, 15, 20, 5, 100, STRICT
5, 1, 4, 17, 5, 100, FLEXIBLE
8, 8, 4, 9, 5, 100, LOWERDIST
6, 9, 11, 16, 4, 100, STRICT
12, 11, 14, 18, 2, 100, FLEXIBLE
10, 3, 2, 19, 4, 100, LOWERDIST
9, 14, 7, 12, 1, 100, LOWERCOST
7, 4, 4, 16, 1, 100, LOWERDIST
9, 1, 2, 12, 2, 100, LOWERCOST
4, 10, 10, 11, 4, 100, STRICT
3, 13, 7, 17, 4, 100, STRICT
12, 2, 7, 13, 4, 100, STRICT
1, 3, 8, 20, 2, 100, FLEXIBLE
5, 7, 3, 18, 5, 100, LOWERCOST
12, 5, 12, 16, 3, 100, LOWERCOST
3, 14, 8, 18, 4, 100, FLEXIBLE
12, 10, 9, 5, 5, 100, STRICT
1, 12, 1, 10, 2, 100, LOWERCOST
12, 12, 12, 5, 5, 100, STRICT
12, 8, 9, 5, 4, 100, STRICT
2, 6, 11, 20, 3, 100, STRICT
1, 9, 2, 5, 1, 100, STRICT
9, 2, 9, 17, 2, 100, LOWERCOST
7, 1, 15, 18, 2, 100, FLEXIBLE
11, 8, 15, 10, 4, 100, LOWERDIST
14, 7, 5, 13, 2, 100, LOWERCOST
9, 7, 8, 15, 1, 100, LOWERDIST
6, 11, 3, 13, 1, 100, LOWERCOST
12, 0, 5, 14, 2, 100, LOWERCOST
4, 12, 8, 11, 5, 100, STRICT
8, 0, 2, 18, 4, 100, STRICT
10, 14, 13, 19, 5, 100, FLEXIBLE
11, 9, 7, 9, 5, 100, LOWERCOST
5, 5, 6, 9, 4, 100, FLEXIBLE
14, 9, 13, 6, 2, 100, LOWERCOST
9, 4, 13, 20, 3, 100, FLEXIBLE
14, 11, 2, 16, 1, 100, STRICT
13, 4, 1, 7, 1, 100, STRICT
8, 11, 4, 17, 3, 100, LOWERDIST
0, 8, 10, 20, 3, 100, FLEXIBLE
9, 9, 4, 13, 2, 100, FLEXIBLE
4, 9, 14, 20, 1, 100, LOWERCOST
6, 10, 9, 9, 3, 100, STRICT
9, 10, 11, 16, 3, 100, LOWERDIST
3, 8, 3, 12, 2, 100, LOWERDIST
