# 0 - x coord
# 1 - y coord
# 2 - car max hourly cost
# 3 - car max distance
# 4 - car hours needed
# 5 - regular-luxury-handicap spot booleans
# 6 - evaluator (STRICT, LOWERCOST, LOWERDIST, FLEXIBLE)
8, 3, 2, 10, 5, 100, FLEXIBLE
14, 4, 12, 16, 3, 100, LOWERCOST
3, 13, 6, 12, 5, 100, STRICT
6, 13, 5, 20, 4, 100, FLEXIBLE
14, 8, 5, 14, 1, 100, FLEXIBLE
9, 12, 10, 13, 5, 100, LOWERCOST
1, 7, 3, 8, 5, 100, STRICT
6, 8, 10, 15, 2, 100, STRICT
4, 8, 10, 8, 4, 100, LOWERDIST
8, 10, 12, 16, 3, 100, LOWERCOST
12, 3, 3, 18, 2, 100, LOWERCOST
0, 14, 12, 20, 3, 100, LOWERCOST
11, 2, 3, 17, 4, 100, STRICT
13, 8, 10, 8, 2, 100, STRICT
10, 5, 7, 15, 2, 100, LOWERCOST
14, 6, 13, 20, 5, 100, FLEXIBLE
7, 1, 1, 19, 5, 100, LOWERCOST
11, 3, 8, 18, 1, 100, FLEXIBLE
10, 2, 4, 7, 5, 100, STRICT
14, 14, 6, 18, 3, 100, STRICT
8, 4, 7, 9, 2, 100, LOWERDIST
3, 0, 5, 6, 2, 100, FLEXIBLE
1, 13, 9, 7, 1, 100, FLEXIBLE
12, 14, 2, 17, 5, 100, LOWERDIST
11, 10, 5, 14, 3, 100, STRICT
13, 12, 6, 15, 5, 100, LOWERDIST
2, 6, 14, 14, 2, 100, FLEXIBLE
6, 10, 5, 9, 1, 100, LOWERDIST
11, 4, 8, 10, 5, 100, FLEXIBLE
2, 7, 5, 9, 3, 100, STRICT
6, 6, 12, 14, 3, 100, STRICT
3, 2, 11, 10, 4, 100, LOWERCOST
7, 3, 14, 14, 4, 100, FLEXIBLE
13, 2, 5, 5, 4, 100, LOWERDIST
13, 4, 12, 17, 2, 100, FLEXIBLE
4, 4, 14, 19, 3, 100, STRICT
2, 5, 7, 15, 2, 100, LOWERDIST
0, 8, 10, 18, 4, 100, FLEXIBLE
4, 12, 4, 17, 1, 100, LOWERCOST
10, 11, 12, 8, 2, 100, FLEXIBLE
0, 13, 10, 13, 1, 100, LOWERCOST
3, 11, 4, 5, 2, 100, LOWERCOST
2, 9, 8, 13, 4, 100, LOWERCOST
14, 11, 12, 10, 3, 100, LOWERCOST
5, 12, 2, 14, 3, 100, LOWERDIST
10, 9, 11, 15, 2, 100, LOWERCOST
14, 10, 8, 16, 2, 100, FLEXIBLE
5, 5, 4, 5, 4, 100, STRICT
11, 8, 8, 9, 3, 100, STRICT
8, 7, 2, 9, 3, 100, LOWERDIST
14, 0, 6, 11, 4, 100, STRICT
11, 5, 2, 12, 2, 100, STRICT
13, 14, 14, 11, 2, 100, STRICT
4, 7, 11, 12, 4, 100, STRICT
0, 11, 11, 11, 5, 100, FLEXIBLE
11, 11, 2, 14, 3, 100, LOWERDIST
1, 5, 12, 16, 1, 100, FLEXIBLE
9, 0, 10, 20, 5, 100, LOWERCOST
12, 4, 7, 18, 4, 100, STRICT
7, 5, 3, 17, 4, 100, LOWERDIST
9, 6, 11, 16, 2, 100, LOWERCOST
5, 2, 6, 5, 3, 100, FLEXIBLE
3, 8, 5, 12, 5, 100, FLEXIBLE
0, 10, 14, 14, 1, 100, LOWERDIST
8, 5, 6, 6, 4, 100, STRICT
6, 9, 13, 14, 4, 100, FLEXIBLE
0, 7, 6, 17, 3, 100, LOWERDIST
2, 8, 11, 18, 4, 100, LOWERCOST
2, 11, 4, 9, 5, 100, LOWERCOST
1, 9, 13, 17, 4, 100, LOWERDIST
7, 6, 2, 15, 3, 100, LOWERDIST
14, 3, 15, 7, 1, 100, STRICT
9, 14, 14, 9, 2, 100, STRICT
12, 5, 8, 11, 3, 100, STRICT
4, 6, 9, 18, 5, 100, FLEXIBLE
11, 13, 6, 17, 4, 100, LOWERCOST
10, 12, 12, 15, 4, 100, FLEXIBLE
0, 4, 7, 14, 4, 100, LOWERCOST
5, 0, 7, 7, 4, 100, STRICT
9, 2, 6, 6, 1, 100, LOWERCOST
1, 6, 10, 6, 5, 100, LOWERCOST
8, 11, 12, 13, 4, 100, STRICT
13, 5, 12, 20, 5, 100, FLEXIBLE
8, 9, 7, 12, 2, 100, LOWERCOST
9, 1, 9, 12, 3, 100, LOWERDIST
11, 1, 12, 17, 3, 100, LOWERDIST
2, 2, 13, 15, 1, 100, LOWERCOST
13, 3, 6, 20, 5, 100, LOWERCOST
9, 13, 8, 9, 2, 100, STRICT
7, 0, 14, 11, 4, 100, LOWERDIST
4, 1, 3, 20, 1, 100, LOWERDIST
14, 13, 8, 17, 1, 100, STRICT
6, 1, 10, 12, 3, 100, LOWERDIST
5, 1, 9, 13, 1, 100, STRICT
3, 6, 5, 12, 3, 100, STRICT
11, 0, 12, 14, 5, 100, STRICT
4, 2, 11, 7, 4, 100, FLEXIBLE
7, 10, 9, 14, 5, 100, STRICT
3, 14, 9, 11, 4, 100, LOWERCOST
11, 9, 5, 9, 3, 100, LOWERDIST
