# 0 - x coord
# 1 - y coord
# 2 - car max hourly cost
# 3 - car max distance
# 4 - car hours needed
# 5 - regular-luxury-handicap spot booleans
# 6 - evaluator (STRICT, LOWERCOST, LOWERDIST, FLEXIBLE)
10, 8, 1, 19, 1, 100, FLEXIBLE
1, 11, 1, 15, 2, 100, LOWERCOST
3, 14, 15, 14, 1, 100, LOWERDIST
3, 11, 5, 12, 5, 100, FLEXIBLE
12, 4, 4, 6, 4, 100, FLEXIBLE
11, 10, 6, 20, 2, 100, LOWERCOST
6, 14, 12, 10, 2, 100, STRICT
13, 3, 14, 11, 2, 100, FLEXIBLE
12, 10, 6, 7, 4, 100, LOWERCOST
7, 11, 9, 18, 1, 100, LOWERCOST
5, 10, 7, 20, 4, 100, LOWERDIST
14, 7, 5, 17, 5, 100, STRICT
7, 1, 12, 5, 2, 100, LOWERCOST
13, 7, 13, 19, 1, 100, LOWERDIST
9, 4, 13, 13, 2, 100, STRICT
8, 13, 6, 15, 2, 100, LOWERDIST
9, 8, 15, 9, 2, 100, FLEXIBLE
6, 9, 3, 5, 3, 100, LOWERCOST
5, 8, 4, 18, 4, 100, STRICT
14, 10, 14, 8, 3, 100, STRICT
10, 10, 4, 11, 5, 100, STRICT
4, 2, 9, 5, 3, 100, LOWERCOST
0, 14, 9, 12, 2, 100, LOWERCOST
10, 11, 11, 11, 5, 100, LOWERCOST
7, 2, 5, 20, 2, 100, LOWERCOST
2, 3, 13, 12, 3, 100, LOWERDIST
12, 11, 13, 16, 4, 100, LOWERDIST
0, 3, 5, 11, 5, 100, STRICT
10, 1, 12, 8, 2, 100, STRICT
12, 8, 1, 11, 4, 100, FLEXIBLE
5, 6, 8, 6, 2, 100, STRICT
9, 2, 11, 18, 3, 100, FLEXIBLE
12, 3, 14, 12, 3, 100, LOWERCOST
6, 12, 3, 6, 5, 100, STRICT
6, 10, 4, 13, 4, 100, LOWERCOST
7, 6, 3, 9, 1, 100, FLEXIBLE
2, 6, 5, 18, 2, 100, LOWERCOST
8, 8, 11, 12, 2, 100, FLEXIBLE
5, 4, 11, 5, 1, 100, FLEXIBLE
0, 8, 13, 7, 1, 100, LOWERCOST
9, 1, 5, 19, 5, 100, LOWERCOST
13, 2, 9, 18, 4, 100, FLEXIBLE
10, 12, 1, 10, 4, 100, STRICT
4, 14, 7, 8, 2, 100, LOWERDIST
0, 0, 5, 12, 4, 100, LOWERCOST
3, 6, 15, 15, 5, 100, STRICT
9, 5, 11, 9, 4, 100, LOWERCOST
2, 0, 14, 8, 1, 100, LOWERDIST
3, 12, 5, 11, 2, 100, FLEXIBLE
3, 8, 1, 9, 2, 100, LOWERDIST
6, 6, 1, 13, 5, 100, LOWERDIST
11, 7, 14, 10, 4, 100, FLEXIBLE
12, 12, 5, 10, 2, 100, FLEXIBLE
8, 11, 7, 5, 1, 100, FLEXIBLE
14, 8, 1, 14, 5, 100, FLEXIBLE
6, 7, 8, 19, 5, 100, LOWERDIST
11, 0, 15, 19, 4, 100, STRICT
14, 3, 4, 7, 5, 100, STRICT
13, 9, 14, 10, 2, 100, STRICT
12, 9, 3, 11, 3, 100, LOWERDIST
3, 3, 6, 16, 5, 100, LOWERCOST
11, 13, 13, 19, 5, 100, LOWERDIST
2, 14, 10, 9, 5, 100, STRICT
5, 14, 14, 7, 3, 100, FLEXIBLE
5, 3, 7, 9, 4, 100, LOWERCOST
7, 7, 11, 7, 4, 100, FLEXIBLE
6, 8, 7, 20, 2, 100, LOWERCOST
5, 5, 8, 12, 5, 100, LOWERDIST
8, 6, 4, 15, 3, 100, STRICT
13, 5, 6, 5, 4, 100, LOWERDIST
0, 1, 8, 7, 3, 100, STRICT
5, 11, 4, 20, 3, 100, LOWERDIST
14, 12, 8, 20, 5, 100, FLEXIBLE
6, 0, 8, 14, 5, 100, LOWERDIST
0, 12, 8, 13, 2, 100, LOWERDIST
0, 10, 5, 19, 5, 100, LOWERCOST
5, 12, 1, 11, 4, 100, STRICT
12, 13, 6, 14, 2, 100, LOWERDIST
6, 11, 12, 5, 5, 100, LOWERDIST
10, 14, 12, 9, 4, 100, LOWERDIST
7, 12, 14, 10, 5, 100, FLEXIBLE
9, 9, 9, 8, 3, 100, STRICT
10, 4, 2, 13, 3, 100, LOWERDIST
9, 7, 3, 6, 1, 100, FLEXIBLE
14, 0, 3, 20, 1, 100, STRICT
1, 9, 15, 15, 4, 100, STRICT
2, 7, 6, 18, 1, 100, STRICT
7, 3, 4, 9, 1, 100, LOWERCOST
4, 0, 2, 13, 3, 100, STRICT
13, 12, 8, 13, 4, 100, FLEXIBLE
12, 0, 8, 8, 4, 100, LOWERDIST
11, 6, 7, 10, 1, 100, LOWERCOST
13, 6, 11, 8, 2, 100, FLEXIBLE
7, 14, 14, 14, 4, 100, STRICT
13, 1, 1, 18, 2, 100, FLEXIBLE
4, 12, 11, 19, 1, 100, STRICT
7, 5, 5, 13, 3, 100, LOWERDIST
9, 6, 5, 14, 5, 100, LOWERDIST
10, 9, 1, 7, 1, 100, LOWERCOST
4, 7, 9, 10, 1, 100, FLEXIBLE
