# 0 - x coord
# 1 - y coord
# 2 - car max hourly cost
# 3 - car max distance
# 4 - car hours needed
# 5 - regular-luxury-handicap spot booleans
# 6 - evaluator (STRICT, LOWERCOST, LOWERDIST, FLEXIBLE)
14, 13, 1, 12, 3, 100, STRICT
0, 9, 3, 8, 4, 100, STRICT
7, 2, 9, 8, 4, 100, LOWERDIST
6, 10, 4, 18, 4, 100, STRICT
9, 0, 14, 11, 5, 100, LOWERDIST
1, 10, 13, 5, 3, 100, LOWERDIST
5, 13, 2, 19, 1, 100, FLEXIBLE
8, 5, 10, 7, 1, 100, STRICT
12, 2, 11, 13, 4, 100, STRICT
4, 13, 7, 19, 1, 100, LOWERDIST
5, 0, 9, 5, 4, 100, STRICT
8, 4, 6, 9, 2, 100, LOWERCOST
6, 6, 6, 5, 3, 100, LOWERCOST
2, 7, 4, 16, 5, 100, LOWERDIST
11, 2, 4, 9, 5, 100, FLEXIBLE
13, 6, 13, 19, 5, 100, LOWERCOST
14, 1, 3, 15, 2, 100, FLEXIBLE
5, 12, 12, 13, 3, 100, STRICT
2, 5, 15, 16, 5, 100, LOWERCOST
11, 14, 12, 17, 4, 100, STRICT
0, 1, 12, 13, 1, 100, LOWERDIST
9, 10, 9, 7, 5, 100, LOWERDIST
3, 10, 2, 5, 4, 100, STRICT
14, 8, 6, 8, 1, 100, LOWERCOST
1, 2, 15, 9, 1, 100, FLEXIBLE
1, 11, 6, 7, 2, 100, FLEXIBLE
4, 6, 9, 8, 1, 100, LOWERCOST
7, 6, 13, 10, 5, 100, LOWERDIST
6, 12, 6, 18, 1, 100, LOWERCOST
11, 13, 12, 13, 3, 100, LOWERCOST
8, 2, 14, 16, 1, 100, STRICT
9, 12, 4, 11, 5, 100, LOWERDIST
8, 12, 13, 5, 1, 100, LOWERDIST
1, 8, 6, 8, 2, 100, FLEXIBLE
10, 14, 2, 10, 2, 100, LOWERDIST
2, 0, 8, 19, 4, 100, FLEXIBLE
9, 8, 3, 9, 5, 100, LOWERDIST
3, 3, 5, 12, 3, 100, STRICT
3, 9, 1, 8, 5, 100, LOWERCOST
6, 5, 12, 8, 4, 100, FLEXIBLE
7, 10, 10, 11, 4, 100, FLEXIBLE
5, 7, 9, 8, 4, 100, STRICT
10, 13, 10, 19, 1, 100, STRICT
1, 1, 8, 18, 4, 100, LOWERDIST
14, 10, 2, 14, 1, 100, LOWERDIST
8, 8, 14, 17, 4, 100, FLEXIBLE
9, 2, 10, 11, 4, 100, STRICT
7, 14, 10, 18, 1, 100, LOWERDIST
4, 2, 11, 6, 1, 100, STRICT
11, 0, 15, 13, 4, 100, STRICT
8, 7, 14, 15, 2, 100, STRICT
11, 3, 4, 5, 1, 100, FLEXIBLE
5, 1, 4, 6, 5, 100, LOWERCOST
2, 12, 12, 12, 5, 100, LOWERCOST
7, 11, 12, 9, 5, 100, STRICT
13, 7, 4, 6, 5, 100, LOWERDIST
3, 4, 2, 12, 4, 100, FLEXIBLE
14, 6, 7, 15, 1, 100, STRICT
14, 14, 15, 20, 5, 100, FLEXIBLE
3, 2, 2, 20, 1, 100, FLEXIBLE
1, 0, 12, 14, 3, 100, LOWERDIST
1, 3, 1, 19, 1, 100, FLEXIBLE
11, 12, 2, 19, 2, 100, LOWERDIST
10, 1, 7, 11, 2, 100, LOWERCOST
14, 2, 7, 19, 3, 100, FLEXIBLE
11, 8, 2, 6, 4, 100, FLEXIBLE
0, 10, 4, 16, 3, 100, LOWERCOST
2, 13, 7, 17, 2, 100, STRICT
14, 7, 12, 14, 4, 100, FLEXIBLE
1, 4, 15, 20, 1, 100, STRICT
8, 3, 7, 10, 3, 100, LOWERDIST
3, 13, 10, 18, 1, 100, STRICT
3, 6, 6, 19, 3, 100, LOWERDIST
3, 14, 8, 13, 5, 100, STRICT
13, 10, 5, 12, 3, 100, STRICT
8, 0, 2, 6, 4, 100, LOWERDIST
13, 8, 9, 11, 1, 100, LOWERDIST
14, 12, 10, 9, 2, 100, STRICT
0, 2, 7, 9, 5, 100, LOWERDIST
12, 13, 15, 16, 4, 100, STRICT
13, 4, 3, 9, 5, 100, STRICT
7, 7, 4, 20, 4, 100, LOWERCOST
9, 6, 6, 5, 2, 100, FLEXIBLE
2, 8, 9, 10, 5, 100, LOWERCOST
2, 10, 15, 19, 5, 100, FLEXIBLE
0, 11, 2, 5, 5, 100, FLEXIBLE
0, 4, 14, 5, 2, 100, LOWERCOST
0, 3, 4, 13, 3, 100, STRICT
5, 14, 8, 6, 5, 100, LOWERDIST
13, 3, 5, 20, 4, 100, LOWERDIST
12, 1, 15, 17, 2, 100, LOWERCOST
6, 13, 2, 13, 2, 100, LOWERDIST
1, 14, 8, 20, 4, 100, LOWERCOST
2, 11, 3, 11, 1, 100, FLEXIBLE
0, 8, 15, 9, 4, 100, LOWERCOST
0, 5, 7, 14, 4, 100, STRICT
4, 0, 15, 16, 4, 100, LOWERDIST
13, 1, 9, 19, 3, 100, LOWERCOST
4, 3, 15, 12, 1, 100, STRICT
9, 11, 12, 13, 2, 100, STRICT
